level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	10	1	4	1	101	444	78	11	80.156479	Louisville,
5	1	10	1	4	2	190	443	58	13	95.594872	Kentucky
5	1	10	1	4	3	263	443	35	10	79.406784	40201
4	1	10	1	5	0	100	473	184	10	-1	
5	1	10	1	5	1	100	474	34	9	90.737434	Attn:
5	1	10	1	5	2	151	474	20	9	85.958496	Mr.
5	1	10	1	5	3	181	473	52	10	90.146790	Addison
5	1	10	1	5	4	241	473	43	10	88.373703	Yeanan
4	1	10	1	6	0	99	530	592	30	-1	
5	1	10	1	6	1	99	545	24	8	75.303131	buts
5	1	10	1	6	2	128	545	17	7	77.631073	ror
5	1	10	1	6	3	196	530	59	30	56.573845	Calendar
5	1	10	1	6	4	264	530	31	30	64.736618	year
5	1	10	1	6	5	302	541	27	9	85.869881	1972
5	1	10	1	6	6	613	540	78	14	37.866024	313,650.00
4	1	10	1	7	0	271	585	176	12	-1	
5	1	10	1	7	1	271	585	28	10	89.233795	Sont
5	1	10	1	7	2	308	585	14	10	92.981125	in
5	1	10	1	7	3	330	585	51	10	92.981125	advance
5	1	10	1	7	4	390	585	20	9	96.893906	for
5	1	10	1	7	5	419	587	28	10	96.777138	your
4	1	10	1	8	0	271	599	184	14	-1	
5	1	10	1	8	1	271	600	80	10	96.014847	convenience
5	1	10	1	8	2	360	600	14	10	96.853699	if
5	1	10	1	8	3	382	603	21	9	96.853699	you
5	1	10	1	8	4	411	599	44	14	80.143425	prefer
4	1	10	1	9	0	272	614	279	17	-1	
5	1	10	1	9	1	272	616	13	9	96.676003	to
5	1	10	1	9	2	293	618	22	10	96.676003	pay
5	1	10	1	9	3	323	615	13	9	96.609329	in
5	1	10	1	9	4	346	615	27	9	91.270439	1971
5	1	10	1	9	5	383	614	49	10	96.820351	instead
5	1	10	1	9	6	441	614	14	10	96.991966	of
5	1	10	1	9	7	535	625	16	6	25.175537	a
4	1	10	1	10	0	271	623	261	19	-1	
5	1	10	1	10	1	271	630	14	9	71.412430	in
5	1	10	1	10	2	293	630	51	12	96.338264	January
5	1	10	1	10	3	354	629	27	10	83.829521	1972
5	1	10	1	10	4	390	634	12	3	50.526390	-~
5	1	10	1	10	5	411	629	22	10	96.741447	TMA
5	1	10	1	10	6	506	623	26	7	48.988529	Thank
2	1	11	0	0	0	121	668	595	42	-1	
3	1	11	1	0	0	121	668	595	42	-1	
4	1	11	1	1	0	121	668	595	42	-1	
5	1	11	1	1	1	121	668	595	42	95.000000	 
2	1	12	0	0	0	217	725	283	57	-1	
3	1	12	1	0	0	217	725	283	57	-1	
4	1	12	1	1	0	217	725	220	42	-1	
5	1	12	1	1	1	217	736	47	31	23.788795	berg
5	1	12	1	1	2	291	728	34	30	45.245319	he
5	1	12	1	1	3	345	725	92	40	0.000000	Qeannres
4	1	12	1	2	0	259	753	241	29	-1	
5	1	12	1	2	1	259	753	12	29	31.567070	q
5	1	12	1	2	2	356	763	28	18	33.832527	To
5	1	12	1	2	3	395	764	105	18	33.207504	Soe
2	1	13	0	0	0	367	797	140	39	-1	
3	1	13	1	0	0	367	797	140	39	-1	
4	1	13	1	1	0	367	797	140	39	-1	
5	1	13	1	1	1	367	811	2	2	0.000000	:
5	1	13	1	1	2	387	813	27	18	43.514919	ce
5	1	13	1	1	3	423	797	84	39	0.924805	[esol
2	1	14	0	0	0	271	771	34	21	-1	
3	1	14	1	0	0	271	771	34	21	-1	
4	1	14	1	1	0	271	771	34	21	-1	
5	1	14	1	1	1	271	771	34	21	95.000000	 
2	1	15	0	0	0	597	887	137	27	-1	
3	1	15	1	0	0	597	887	137	27	-1	
4	1	15	1	1	0	597	887	137	27	-1	
5	1	15	1	1	1	615	896	119	18	57.630787	682172485
